"cmc","oracle_text","rarity","num_printings","price"
2,"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked.","uncommon",1,0.25
2,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +1/+1, has reach, and can block creatures with shadow as though they didn't have shadow. (Creatures with reach can block creatures with flying.)","common",1,0.13
2,NA,"common",1,0.02
2,"Defender
Aetherflame Wall can block creatures with shadow as though they didn't have shadow.
{R}: Aetherflame Wall gets +1/+0 until end of turn.","common",1,0.14
4,"Whenever you cast a spell, you gain 1 life for each spell you've cast this turn.
Pay 50 life: Aetherflux Reservoir deals 50 damage to any target.","mythic",7,9.3
2,"Whenever Aethergeode Miner attacks, you get {E}{E} (two energy counters).
Pay {E}{E}: Exile Aethergeode Miner, then return it to the battlefield under its owner's control.","rare",2,0.08
4,"Return all attacking creatures to their owner's hand.","uncommon",9,0.35
6,"{U}: Exile Aetherling. Return it to the battlefield under its owner's control at the beginning of the next end step.
{U}: Aetherling can't be blocked this turn.
{1}: Aetherling gets +1/-1 until end of turn.
{1}: Aetherling gets -1/+1 until end of turn.","rare",1,0.27
4,"Reveal the top four cards of your library. You may put a creature card from among them onto the battlefield. It gains ""At the beginning of your end step, return this creature to its owner's hand."" Then put the rest of the cards revealed this way on the bottom of your library in any order.","uncommon",6,0.04
4,"Whenever Aetherplasm blocks a creature, you may return Aetherplasm to its owner's hand. If you do, you may put a creature card from your hand onto the battlefield blocking that creature.","uncommon",1,0.21
4,"At the beginning of combat on your turn, target artifact creature you control gets +2/+2 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","uncommon",2,0.21
6,"When Aethersnipe enters the battlefield, return target nonland permanent to its owner's hand.
Evoke {1}{U}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)","common",9,0.02
5,"For each attacking creature, its owner puts it on the top or bottom of their library.","rare",3,0.23
7,"Flying
At the beginning of your upkeep, you get {E}{E}{E} (three energy counters).
Pay {E}{E}{E}{E}{E}{E}{E}{E}: Return all other creatures to their owners' hands. Activate only as a sorcery.","rare",2,0.14
6,"Flying
When Aethertide Whale enters the battlefield, you get {E}{E}{E}{E}{E}{E} (six energy counters).
Pay {E}{E}{E}{E}: Return Aethertide Whale to its owner's hand.","rare",2,0.14
4,"Put target attacking or blocking creature on top of its owner's library.
Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)","common",2,0.03
3,"Flash (You may cast this spell any time you could cast an instant.)
When Affa Guard Hound enters the battlefield, target creature gets +0/+3 until end of turn.","uncommon",4,0.04
3,"Vigilance","common",2,0.04
3,"Target creature gets -1/-1 until end of turn.
Draw a card.","common",2,0.05
4,NA,"uncommon",1,0.27
2,"Afiya Grove enters the battlefield with three +1/+1 counters on it.
At the beginning of your upkeep, move a +1/+1 counter from Afiya Grove onto target creature.
When Afiya Grove has no +1/+1 counters on it, sacrifice it.","rare",1,1.44
3,"Destroy target creature. It can't be regenerated. Its controller creates a 1/1 white Spirit creature token with flying.","uncommon",5,0.16
4,"Destroy target artifact, creature, or land. Aftershock deals 3 damage to you.","common",4,0.1
3,"{T}: Put target creature card from an opponent's graveyard onto the battlefield under your control if its mana value is less than or equal to the number of Allies you control.","rare",1,0.37
4,"Choose one or both —
• Exile target artifact or creature you control, then return it to the battlefield under its owner's control.
• Return target artifact or creature card with mana value 3 or less from your graveyard to the battlefield.","uncommon",1,0.03
5,"Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.)
Trample
When Agatha's Champion enters the battlefield, if it was bargained, it fights up to one target creature you don't control. (Each deals damage equal to its power to the other.)","uncommon",1,0.03
2,"You may spend mana as though it were mana of any color to activate abilities of creatures you control.
Creatures you control with +1/+1 counters on them have all activated abilities of all creature cards exiled with Agatha's Soul Cauldron.
{T}: Exile target card from a graveyard. When a creature card is exiled this way, put a +1/+1 counter on target creature you control.","mythic",4,40.9
5,"Whenever you gain life, put that many +1/+1 counters on Ageless Entity.","rare",3,0.12
2,"","common",1,0.03
4,"Defender (This creature can't attack.)
Flying
When Ageless Sentinels blocks, it becomes a Bird Giant, and it loses defender. (It's no longer a Wall. This effect lasts indefinitely.)","rare",1,0.17
2,"Draft Agent of Acquisitions face up.
Instead of drafting a card from a booster pack, you may draft each card in that booster pack, one at a time. If you do, turn Agent of Acquisitions face down and you can't draft cards for the rest of this draft round. (You may look at booster packs passed to you.)","uncommon",1,0.12
4,"Constellation — Whenever Agent of Erebos or another enchantment enters the battlefield under your control, exile target player's graveyard.","uncommon",1,0.41
3,"{2}{U}: Agent of Horizons can't be blocked this turn.","common",1,0.02
5,"At the beginning of your upkeep, each opponent loses 1 life. You gain life equal to the life lost this way.","uncommon",2,0.17
2,"{1}{B}, Sacrifice a land: Target creature gets +2/+0 until end of turn.","common",1,0.07
1,"{R}: Add {B}.","common",2,0.11
3,"Deathtouch
Heroic — Whenever you cast a spell that targets Agent of the Fates, each opponent sacrifices a creature.","rare",1,0.32
3,"Commander creatures you own have ""Whenever an artifact or creature you control is put into a graveyard from the battlefield, each opponent loses 1 life.""","uncommon",2,0.18
3,"Agent's Toolkit enters the battlefield with a +1/+1 counter, a flying counter, a deathtouch counter, and a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)
Whenever a creature enters the battlefield under your control, you may move a counter from Agent's Toolkit onto that creature.
{2}, Sacrifice Agent's Toolkit: Draw a card.","rare",3,1.2
5,"Aggravate deals 1 damage to each creature target player controls. Each creature dealt damage this way attacks this turn if able.","uncommon",1,0.04
3,"{3}{R}{R}: Untap all creatures you control. After this main phase, there is an additional combat phase followed by an additional main phase. Activate only as a sorcery.","rare",7,3.45
3,"Enchant non-Wall creature
Enchanted creature has first strike and trample.
At the beginning of the end step of enchanted creature's controller, destroy that creature if it didn't attack this turn.","uncommon",1,0.28
0,"At the beginning of your combat step, tap Aggressive Crag.
{T}: Add {R} or {W}.","rare",2,0.28
2,"Target creature you control deals damage equal to its power to target creature you don't control.","common",3,0.17
6,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other creatures you control have trample.","rare",2,0.44
4,"You can't play lands.
Sacrifice a land: Draw two cards. Activate only once each turn.","rare",1,0.44
3,"Kicker {R} (You may pay an additional {R} as you cast this spell.)
Target player discards two cards. If this spell was kicked, it deals 3 damage to that player.","common",1,0.02
2,"Target creature gets +1/+1 until end of turn.
Draw a card.","common",5,0.1
2,"Enchant creature
Enchanted creature gets +1/+1 and has flanking. (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)","common",1,0.12
3,"At the beginning of your end step, each player may put two +1/+1 counters on a creature they control. Goad each creature that had counters put on it this way. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)","rare",4,0.12
4,"Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.)
Destroy target nonblack creature. It can't be regenerated. If this spell was kicked, Agonizing Demise deals damage equal to that creature's power to the creature's controller.","common",2,0.19
